GISAID_ID	Virus_name
EPI_ISL_4020331	hCoV-19/USA/LA-CDC-QDX27431407/2021
EPI_ISL_4020369	hCoV-19/USA/FL-CDC-QDX27431878/2021
EPI_ISL_4020387	hCoV-19/USA/IL-CDC-QDX27431940/2021
EPI_ISL_4020407	hCoV-19/USA/NJ-CDC-QDX27431793/2021
EPI_ISL_4020420	hCoV-19/USA/MI-CDC-QDX27432121/2021
EPI_ISL_4020438	hCoV-19/USA/IL-CDC-QDX27432008/2021
EPI_ISL_4020447	hCoV-19/USA/LA-CDC-QDX27431452/2021
EPI_ISL_4020452	hCoV-19/USA/TX-CDC-QDX27388082/2021
EPI_ISL_4020468	hCoV-19/USA/IL-CDC-QDX27431952/2021
EPI_ISL_4020553	hCoV-19/USA/TX-CDC-QDX27388094/2021
EPI_ISL_4020560	hCoV-19/USA/LA-CDC-QDX27431447/2021
EPI_ISL_4020565	hCoV-19/USA/WA-CDC-QDX27388125/2021
EPI_ISL_4020588	hCoV-19/USA/NJ-CDC-QDX27431792/2021
EPI_ISL_4020591	hCoV-19/USA/FL-CDC-QDX27431710/2021
EPI_ISL_4020594	hCoV-19/USA/FL-CDC-QDX27431734/2021
EPI_ISL_4020597	hCoV-19/USA/LA-CDC-QDX27431459/2021
EPI_ISL_4020598	hCoV-19/USA/OH-CDC-QDX27431804/2021
EPI_ISL_4020599	hCoV-19/USA/HI-CDC-QDX27431553/2021
EPI_ISL_4020609	hCoV-19/USA/HI-CDC-QDX27431565/2021
EPI_ISL_4020621	hCoV-19/USA/FL-CDC-QDX27431905/2021
EPI_ISL_4020622	hCoV-19/USA/GA-CDC-QDX27431372/2021
EPI_ISL_4020633	hCoV-19/USA/FL-CDC-QDX27431741/2021
EPI_ISL_4020676	hCoV-19/USA/OR-CDC-QDX27388212/2021
EPI_ISL_4020688	hCoV-19/USA/FL-CDC-QDX27431751/2021
EPI_ISL_4020701	hCoV-19/USA/LA-CDC-QDX27431381/2021
EPI_ISL_4020707	hCoV-19/USA/IL-CDC-QDX27432106/2021
EPI_ISL_4020719	hCoV-19/USA/LA-CDC-QDX27431458/2021
EPI_ISL_4020722	hCoV-19/USA/GA-CDC-QDX27431365/2021
EPI_ISL_4020734	hCoV-19/USA/IL-CDC-QDX27432076/2021
EPI_ISL_4020743	hCoV-19/USA/IL-CDC-QDX27432236/2021
EPI_ISL_4020767	hCoV-19/USA/FL-CDC-QDX27431749/2021
EPI_ISL_4020768	hCoV-19/USA/FL-CDC-QDX27431742/2021
EPI_ISL_4020771	hCoV-19/USA/LA-CDC-QDX27431380/2021
EPI_ISL_4020773	hCoV-19/USA/LA-CDC-QDX27431465/2021
EPI_ISL_4020791	hCoV-19/USA/LA-CDC-QDX27431467/2021
EPI_ISL_4020792	hCoV-19/USA/LA-CDC-QDX27431469/2021
EPI_ISL_4020802	hCoV-19/USA/WA-CDC-QDX27388222/2021
EPI_ISL_4020807	hCoV-19/USA/IL-CDC-QDX27432129/2021
EPI_ISL_4020819	hCoV-19/USA/LA-CDC-QDX27431470/2021
EPI_ISL_4020820	hCoV-19/USA/LA-CDC-QDX27431448/2021
EPI_ISL_4020825	hCoV-19/USA/FL-CDC-QDX27431901/2021
EPI_ISL_4020830	hCoV-19/USA/OH-CDC-QDX27431807/2021
EPI_ISL_4020843	hCoV-19/USA/OH-CDC-QDX27431816/2021
EPI_ISL_4020844	hCoV-19/USA/LA-CDC-QDX27431463/2021
EPI_ISL_4020846	hCoV-19/USA/HI-CDC-QDX27431564/2021
EPI_ISL_4020852	hCoV-19/USA/LA-CDC-QDX27431424/2021
EPI_ISL_4020853	hCoV-19/USA/FL-CDC-QDX27431731/2021
EPI_ISL_4020856	hCoV-19/USA/OH-CDC-QDX27431840/2021
EPI_ISL_4020860	hCoV-19/USA/MI-CDC-QDX27431978/2021
EPI_ISL_4020862	hCoV-19/USA/FL-CDC-QDX27431712/2021
EPI_ISL_4020878	hCoV-19/USA/LA-CDC-QDX27431398/2021
EPI_ISL_4020886	hCoV-19/USA/IL-CDC-QDX27432004/2021
EPI_ISL_4020890	hCoV-19/USA/LA-CDC-QDX27431435/2021
EPI_ISL_4020899	hCoV-19/USA/HI-CDC-QDX27431558/2021
EPI_ISL_4020902	hCoV-19/USA/NJ-CDC-QDX27431766/2021
EPI_ISL_4020914	hCoV-19/USA/OH-CDC-QDX27432226/2021
EPI_ISL_4020922	hCoV-19/USA/CA-SLOPH-201/2021
EPI_ISL_4020927	hCoV-19/USA/OH-CDC-QDX27431826/2021
EPI_ISL_4020930	hCoV-19/USA/CA-SLOPH-204/2021
EPI_ISL_4020933	hCoV-19/USA/NJ-CDC-QDX27431338/2021
EPI_ISL_4020939	hCoV-19/USA/HI-CDC-QDX27431560/2021
EPI_ISL_4020941	hCoV-19/USA/LA-CDC-QDX27431455/2021
EPI_ISL_4020949	hCoV-19/USA/IL-CDC-QDX27431912/2021
EPI_ISL_4020951	hCoV-19/USA/IL-CDC-QDX27432009/2021
EPI_ISL_4020952	hCoV-19/USA/GA-CDC-QDX27388033/2021
EPI_ISL_4020975	hCoV-19/USA/LA-CDC-QDX27431405/2021
EPI_ISL_4020988	hCoV-19/USA/CA-SLOPH-228/2021
EPI_ISL_4020991	hCoV-19/USA/IL-CDC-QDX27432136/2021
EPI_ISL_4021008	hCoV-19/USA/CA-SLOPH-238/2021
EPI_ISL_4021012	hCoV-19/USA/CA-SLOPH-239/2021
EPI_ISL_4021016	hCoV-19/USA/CA-SLOPH-242/2021
EPI_ISL_4021024	hCoV-19/USA/AR-CDC-QDX27431665/2021
EPI_ISL_4021031	hCoV-19/USA/LA-CDC-QDX27431428/2021
EPI_ISL_4021032	hCoV-19/USA/KY-CDC-QDX27432260/2021
EPI_ISL_4021037	hCoV-19/USA/LA-CDC-QDX27431417/2021
EPI_ISL_4021040	hCoV-19/USA/UT-CDC-QDX27388281/2021
EPI_ISL_4021044	hCoV-19/USA/IL-CDC-QDX27431956/2021
EPI_ISL_4021056	hCoV-19/USA/UT-CDC-QDX27388280/2021
EPI_ISL_4021059	hCoV-19/USA/OR-CDC-QDX27388213/2021
EPI_ISL_4021064	hCoV-19/USA/HI-CDC-QDX27431519/2021
EPI_ISL_4021065	hCoV-19/USA/FL-CDC-QDX27431888/2021
EPI_ISL_4021068	hCoV-19/USA/LA-CDC-QDX27431441/2021
EPI_ISL_4021077	hCoV-19/USA/FL-CDC-QDX27431743/2021
EPI_ISL_4021078	hCoV-19/USA/TX-CDC-QDX27431383/2021
EPI_ISL_4021084	hCoV-19/USA/MN-CDC-IBX044708065765/2021
EPI_ISL_4021085	hCoV-19/USA/NJ-CDC-IBX046223619927/2021
EPI_ISL_4021098	hCoV-19/USA/MN-CDC-IBX200769232872/2021
EPI_ISL_4021107	hCoV-19/USA/WY-CDC-IBX354875450148/2021
EPI_ISL_4021116	hCoV-19/USA/MN-CDC-IBX471665865964/2021
EPI_ISL_4021121	hCoV-19/USA/NJ-CDC-IBX547554474865/2021
EPI_ISL_4021124	hCoV-19/USA/MN-CDC-IBX616971824182/2021
EPI_ISL_4021125	hCoV-19/USA/MN-CDC-IBX617296999764/2021
EPI_ISL_4021129	hCoV-19/USA/WI-CDC-IBX654902633144/2021
EPI_ISL_4021144	hCoV-19/USA/MN-CDC-IBX790899709918/2021
EPI_ISL_4021150	hCoV-19/USA/NJ-CDC-IBX859274363443/2021
EPI_ISL_4021178	hCoV-19/USA/TX-CDC-IBX226651624143/2021
EPI_ISL_4021185	hCoV-19/USA/NY-CDC-IBX396754240188/2021
EPI_ISL_4021202	hCoV-19/USA/MN-CDC-IBX150004140891/2021
EPI_ISL_4021208	hCoV-19/USA/MN-CDC-IBX260986510028/2021
EPI_ISL_4021211	hCoV-19/USA/MN-CDC-IBX379495552340/2021
EPI_ISL_4021221	hCoV-19/USA/MN-CDC-IBX569687685127/2021
EPI_ISL_4021233	hCoV-19/USA/MN-CDC-IBX987872766853/2021
EPI_ISL_4021243	hCoV-19/USA/NJ-CDC-IBX291256292387/2021
EPI_ISL_4021244	hCoV-19/USA/OH-CDC-IBX329114817098/2021
EPI_ISL_4021246	hCoV-19/USA/NJ-CDC-IBX363976875741/2021
EPI_ISL_402125	hCoV-19/Wuhan/Hu-1/2019
EPI_ISL_4021252	hCoV-19/USA/IA-CDC-IBX517977148301/2021
EPI_ISL_4021253	hCoV-19/USA/NJ-CDC-IBX705724551403/2021
EPI_ISL_4021269	hCoV-19/USA/TX-CDC-QDX27934238/2021
EPI_ISL_4021271	hCoV-19/USA/NV-CDC-QDX28007839/2021
EPI_ISL_4021283	hCoV-19/USA/OR-CDC-QDX27934385/2021
EPI_ISL_4021284	hCoV-19/USA/WA-CDC-QDX27909445/2021
EPI_ISL_4021286	hCoV-19/USA/OR-CDC-QDX27934376/2021
EPI_ISL_4021287	hCoV-19/USA/PA-CDC-QDX27909531/2021
EPI_ISL_4021292	hCoV-19/USA/LA-CDC-QDX27968439/2021
EPI_ISL_4021293	hCoV-19/USA/CA-CDC-QDX28007939/2021
EPI_ISL_4021301	hCoV-19/USA/CA-CDC-QDX27909602/2021
EPI_ISL_4021316	hCoV-19/USA/LA-CDC-QDX27968449/2021
EPI_ISL_4021320	hCoV-19/USA/CA-CDC-QDX27968496/2021
EPI_ISL_4021332	hCoV-19/USA/OR-CDC-QDX27934369/2021
EPI_ISL_4021347	hCoV-19/USA/OR-CDC-QDX27934364/2021
EPI_ISL_4021369	hCoV-19/USA/OH-CDC-QDX27909508/2021
EPI_ISL_4021387	hCoV-19/USA/LA-CDC-QDX27968442/2021
EPI_ISL_4021389	hCoV-19/USA/OH-CDC-QDX27909487/2021
EPI_ISL_4021394	hCoV-19/USA/CA-CDC-QDX27968499/2021
EPI_ISL_4021396	hCoV-19/USA/CA-CDC-QDX27968498/2021
EPI_ISL_4021400	hCoV-19/USA/NV-CDC-QDX28007837/2021
EPI_ISL_4021410	hCoV-19/USA/AR-CDC-QDX27934272/2021
EPI_ISL_4021414	hCoV-19/USA/TX-CDC-QDX27934255/2021
EPI_ISL_4021416	hCoV-19/USA/CA-CDC-QDX27968487/2021
EPI_ISL_4021438	hCoV-19/USA/NV-CDC-QDX27934332/2021
EPI_ISL_4021440	hCoV-19/USA/LA-CDC-QDX27968421/2021
EPI_ISL_4021457	hCoV-19/USA/PA-CDC-QDX27909515/2021
EPI_ISL_4021468	hCoV-19/USA/AR-CDC-QDX27934296/2021
EPI_ISL_4021484	hCoV-19/USA/NE-CDC-QDX28007816/2021
EPI_ISL_4021520	hCoV-19/USA/LA-CDC-QDX27968436/2021
EPI_ISL_4021526	hCoV-19/USA/OH-CDC-QDX27909488/2021
EPI_ISL_4021528	hCoV-19/USA/LA-CDC-QDX27968430/2021
EPI_ISL_4021548	hCoV-19/USA/CO-CDC-QDX27968460/2021
EPI_ISL_4021558	hCoV-19/USA/OH-CDC-QDX27909484/2021
EPI_ISL_4021563	hCoV-19/USA/TN-CDC-QDX27908929/2021
EPI_ISL_4021580	hCoV-19/USA/NV-CDC-QDX28007845/2021
EPI_ISL_4021581	hCoV-19/USA/NV-CDC-QDX28007846/2021
EPI_ISL_4021585	hCoV-19/USA/FL-CDC-QDX27934343/2021
EPI_ISL_4021586	hCoV-19/USA/GA-CDC-QDX27908917/2021
EPI_ISL_4021595	hCoV-19/USA/MA-CDC-QDX27934433/2021
EPI_ISL_4021597	hCoV-19/USA/LA-CDC-QDX27968425/2021
EPI_ISL_4021600	hCoV-19/USA/PA-CDC-QDX27909321/2021
EPI_ISL_4021612	hCoV-19/USA/CA-CDC-QDX28007912/2021
EPI_ISL_4021620	hCoV-19/USA/AZ-CDC-QDX28008690/2021
EPI_ISL_4021624	hCoV-19/USA/TX-CDC-QDX27934267/2021
EPI_ISL_4021629	hCoV-19/USA/CO-CDC-QDX27968477/2021
EPI_ISL_4021646	hCoV-19/USA/GA-CDC-QDX27968383/2021
EPI_ISL_4021647	hCoV-19/USA/OH-CDC-QDX27909474/2021
EPI_ISL_4021651	hCoV-19/USA/NY-CDC-QDX27909563/2021
EPI_ISL_4021660	hCoV-19/USA/CT-CDC-QDX27934458/2021
EPI_ISL_4021683	hCoV-19/USA/MA-CDC-QDX28007964/2021
EPI_ISL_4021685	hCoV-19/USA/MA-CDC-QDX27934424/2021
EPI_ISL_4021687	hCoV-19/USA/TX-CDC-QDX27934262/2021
EPI_ISL_4021693	hCoV-19/USA/LA-CDC-QDX27968422/2021
EPI_ISL_4021697	hCoV-19/USA/OH-CDC-QDX27909558/2021
EPI_ISL_4021702	hCoV-19/USA/OH-CDC-QDX27909502/2021
EPI_ISL_4021705	hCoV-19/USA/NE-CDC-QDX28007810/2021
EPI_ISL_4021708	hCoV-19/USA/AR-CDC-QDX28007809/2021
EPI_ISL_4021711	hCoV-19/USA/LA-CDC-QDX27968423/2021
EPI_ISL_4021726	hCoV-19/USA/CA-CDC-QDX27968515/2021
EPI_ISL_4021728	hCoV-19/USA/LA-CDC-QDX27968445/2021
EPI_ISL_4021737	hCoV-19/USA/MO-CDC-QDX27909279/2021
EPI_ISL_4021738	hCoV-19/USA/LA-CDC-QDX27968446/2021
EPI_ISL_4021739	hCoV-19/USA/SC-CDC-QDX27908905/2021
EPI_ISL_4021741	hCoV-19/USA/AZ-CDC-QDX28008667/2021
EPI_ISL_4021743	hCoV-19/USA/TX-CDC-QDX27934237/2021
EPI_ISL_4021744	hCoV-19/USA/OR-CDC-QDX27934349/2021
EPI_ISL_4021755	hCoV-19/USA/LA-CDC-QDX27968444/2021
EPI_ISL_4021759	hCoV-19/USA/OH-CDC-QDX27909467/2021
EPI_ISL_4021762	hCoV-19/USA/AZ-CDC-QDX28009074/2021
EPI_ISL_4021765	hCoV-19/USA/CT-CDC-QDX27934462/2021
EPI_ISL_4021775	hCoV-19/USA/MO-CDC-QDX27909318/2021
EPI_ISL_4021779	hCoV-19/USA/FL-CDC-QDX27934420/2021
EPI_ISL_4021793	hCoV-19/USA/AR-CDC-QDX27934282/2021
EPI_ISL_4021794	hCoV-19/USA/MA-CDC-QDX27934455/2021
EPI_ISL_4021799	hCoV-19/USA/TX-CDC-QDX27934247/2021
EPI_ISL_4021800	hCoV-19/USA/AR-CDC-QDX27934281/2021
EPI_ISL_4021809	hCoV-19/USA/CA-CDC-QDX28007913/2021
EPI_ISL_4021813	hCoV-19/USA/OR-CDC-QDX27934356/2021
EPI_ISL_4021814	hCoV-19/USA/NV-CDC-QDX28007851/2021
EPI_ISL_4021815	hCoV-19/USA/NY-CDC-QDX27909547/2021
EPI_ISL_4021816	hCoV-19/USA/CT-CDC-QDX27934459/2021
EPI_ISL_4021838	hCoV-19/USA/AZ-CDC-QDX28009918/2021
EPI_ISL_4021839	hCoV-19/USA/LA-CDC-QDX27968429/2021
EPI_ISL_4021847	hCoV-19/USA/CO-CDC-QDX27968474/2021
EPI_ISL_4021850	hCoV-19/USA/OR-CDC-QDX27909458/2021
EPI_ISL_4021854	hCoV-19/USA/CO-CDC-QDX27968475/2021
EPI_ISL_4021857	hCoV-19/USA/TX-CDC-QDX27934248/2021
EPI_ISL_4021861	hCoV-19/USA/NV-CDC-QDX28007844/2021
EPI_ISL_4021864	hCoV-19/USA/TX-CDC-QDX27934241/2021
EPI_ISL_4021872	hCoV-19/USA/NJ-CDC-QDX28007922/2021
EPI_ISL_4021886	hCoV-19/USA/CA-CDC-QDX28007915/2021
EPI_ISL_4021887	hCoV-19/USA/LA-CDC-QDX27968441/2021
EPI_ISL_4021890	hCoV-19/USA/CO-CDC-QDX27968471/2021
EPI_ISL_4021906	hCoV-19/USA/FL-CDC-QDX27934342/2021
EPI_ISL_4021916	hCoV-19/USA/CA-CDC-FG-095163/2021
EPI_ISL_4021917	hCoV-19/USA/CA-CDC-FG-094853/2021
EPI_ISL_4021918	hCoV-19/USA/CA-CDC-FG-095148/2021
EPI_ISL_4021951	hCoV-19/USA/CA-CDC-FG-094897/2021
EPI_ISL_4021967	hCoV-19/USA/CA-CDC-FG-095118/2021
EPI_ISL_4022026	hCoV-19/USA/CA-CDC-FG-095202/2021
EPI_ISL_4022044	hCoV-19/USA/CA-CDC-FG-095082/2021
EPI_ISL_4022045	hCoV-19/USA/CA-CDC-FG-095051/2021
EPI_ISL_4022055	hCoV-19/USA/CA-CDC-FG-095154/2021
EPI_ISL_4022071	hCoV-19/USA/GA-CDC-FG-095107/2021
EPI_ISL_4022080	hCoV-19/USA/CA-CDC-FG-095189/2021
EPI_ISL_4022086	hCoV-19/USA/CA-CDC-FG-095536/2021
EPI_ISL_4022092	hCoV-19/USA/CA-CDC-FG-095141/2021
EPI_ISL_4022138	hCoV-19/USA/CA-CDC-FG-095188/2021
EPI_ISL_4022164	hCoV-19/USA/CA-CDC-FG-095241/2021
EPI_ISL_4022165	hCoV-19/USA/CA-CDC-FG-095398/2021
EPI_ISL_4022185	hCoV-19/USA/CA-CDC-FG-095273/2021
EPI_ISL_4022191	hCoV-19/USA/CA-CDC-FG-095376/2021
EPI_ISL_4022211	hCoV-19/USA/CA-CDC-FG-095385/2021
EPI_ISL_4022222	hCoV-19/USA/CA-CDC-FG-095362/2021
EPI_ISL_4022224	hCoV-19/USA/CA-CDC-FG-095402/2021
EPI_ISL_4022225	hCoV-19/USA/CA-CDC-FG-095355/2021
EPI_ISL_4022237	hCoV-19/USA/CA-CDC-FG-095489/2021
EPI_ISL_4022250	hCoV-19/USA/CA-CDC-FG-095449/2021
EPI_ISL_4022260	hCoV-19/USA/CA-CDC-FG-095533/2021
EPI_ISL_4022269	hCoV-19/USA/CA-CDC-FG-095462/2021
EPI_ISL_4022272	hCoV-19/USA/CA-CDC-FG-095521/2021
EPI_ISL_4022278	hCoV-19/USA/CA-CDC-FG-095564/2021
EPI_ISL_4022295	hCoV-19/USA/CA-CDC-FG-095588/2021
EPI_ISL_4022368	hCoV-19/USA/CA-CDC-FG-095625/2021
EPI_ISL_4022370	hCoV-19/USA/CA-CDC-FG-095834/2021
EPI_ISL_4022389	hCoV-19/USA/CA-CDC-FG-095626/2021
EPI_ISL_4022397	hCoV-19/USA/CA-CDC-FG-096027/2021
EPI_ISL_4022419	hCoV-19/USA/CA-CDC-FG-095943/2021
EPI_ISL_4022437	hCoV-19/USA/CA-CDC-FG-095704/2021
EPI_ISL_4022462	hCoV-19/USA/CA-CDC-FG-095931/2021
EPI_ISL_4022499	hCoV-19/USA/CA-CDC-FG-095923/2021
EPI_ISL_4022527	hCoV-19/USA/CA-CDC-FG-095862/2021
EPI_ISL_4022588	hCoV-19/USA/CA-CDC-FG-096056/2021
EPI_ISL_4022600	hCoV-19/USA/CA-CDC-FG-095922/2021
EPI_ISL_4022602	hCoV-19/USA/CA-CDC-FG-096020/2021
EPI_ISL_4022605	hCoV-19/USA/CA-CDC-FG-096122/2021
EPI_ISL_4022621	hCoV-19/USA/CA-CDC-FG-096057/2021
EPI_ISL_4022661	hCoV-19/USA/CA-CDC-FG-100373/2021
EPI_ISL_4022671	hCoV-19/USA/CA-CDC-FG-100484/2021
EPI_ISL_4022690	hCoV-19/USA/CA-CDC-FG-100564/2021
EPI_ISL_4022699	hCoV-19/USA/CA-CDC-FG-100482/2021
EPI_ISL_4022719	hCoV-19/USA/CA-CDC-FG-100492/2021
EPI_ISL_4022722	hCoV-19/USA/CA-CDC-FG-100496/2021
EPI_ISL_4022743	hCoV-19/USA/CA-CDC-FG-100518/2021
EPI_ISL_4022759	hCoV-19/USA/CA-CDC-FG-100643/2021
EPI_ISL_4022761	hCoV-19/USA/CA-CDC-FG-100981/2021
EPI_ISL_4022826	hCoV-19/USA/NV-CDC-FG-101196/2021
EPI_ISL_4022829	hCoV-19/USA/NV-CDC-FG-101144/2021
EPI_ISL_4022830	hCoV-19/USA/CA-CDC-FG-101467/2021
EPI_ISL_4022843	hCoV-19/USA/CA-CDC-FG-101978/2021
EPI_ISL_4022847	hCoV-19/USA/NV-CDC-FG-101197/2021
EPI_ISL_4022848	hCoV-19/USA/NV-CDC-FG-101309/2021
EPI_ISL_4022849	hCoV-19/USA/NV-CDC-FG-101241/2021
EPI_ISL_4022858	hCoV-19/USA/NV-CDC-FG-101462/2021
EPI_ISL_4022862	hCoV-19/USA/NV-CDC-FG-101216/2021
EPI_ISL_4022870	hCoV-19/USA/CA-CDC-FG-101266/2021
EPI_ISL_4022873	hCoV-19/USA/CA-CDC-FG-101605/2021
EPI_ISL_4022926	hCoV-19/USA/CA-CDC-FG-101532/2021
EPI_ISL_4022928	hCoV-19/USA/CA-CDC-FG-101510/2021
EPI_ISL_4022944	hCoV-19/USA/TX-CDC-FG-101645/2021
EPI_ISL_4022945	hCoV-19/USA/TX-CDC-FG-101676/2021
EPI_ISL_4022948	hCoV-19/USA/TX-CDC-FG-101972/2021
EPI_ISL_4022949	hCoV-19/USA/TX-CDC-FG-101747/2021
EPI_ISL_4022954	hCoV-19/USA/FL-CDC-FG-101664/2021
EPI_ISL_4022955	hCoV-19/USA/FL-CDC-FG-101665/2021
EPI_ISL_4022966	hCoV-19/USA/TX-CDC-FG-102024/2021
EPI_ISL_4022973	hCoV-19/USA/TX-CDC-FG-101732/2021
EPI_ISL_4022974	hCoV-19/USA/TX-CDC-FG-101835/2021
EPI_ISL_4022977	hCoV-19/USA/TX-CDC-FG-101704/2021
EPI_ISL_4022988	hCoV-19/USA/CO-CDC-FG-101814/2021
EPI_ISL_4022994	hCoV-19/USA/OH-CDC-FG-101942/2021
EPI_ISL_4022995	hCoV-19/USA/OH-CDC-FG-102056/2021
EPI_ISL_4023002	hCoV-19/USA/TX-CDC-FG-101981/2021
EPI_ISL_4023003	hCoV-19/USA/TX-CDC-FG-101870/2021
EPI_ISL_4023005	hCoV-19/USA/CO-CDC-FG-101786/2021
EPI_ISL_4023012	hCoV-19/USA/WI-CDC-FG-102025/2021
EPI_ISL_4023023	hCoV-19/USA/TX-CDC-FG-101804/2021
EPI_ISL_4023028	hCoV-19/USA/TX-CDC-FG-101817/2021
EPI_ISL_4023030	hCoV-19/USA/TX-CDC-FG-101840/2021
EPI_ISL_4023032	hCoV-19/USA/TX-CDC-FG-101833/2021
EPI_ISL_4023035	hCoV-19/USA/TX-CDC-FG-101878/2021
EPI_ISL_4023043	hCoV-19/USA/TX-CDC-FG-102267/2021
EPI_ISL_4023044	hCoV-19/USA/TX-CDC-FG-101841/2021
EPI_ISL_4023059	hCoV-19/USA/TX-CDC-FG-102201/2021
EPI_ISL_4023073	hCoV-19/USA/TX-CDC-FG-101904/2021
EPI_ISL_4023076	hCoV-19/USA/TX-CDC-FG-102053/2021
EPI_ISL_4023077	hCoV-19/USA/TX-CDC-FG-102152/2021
EPI_ISL_4023081	hCoV-19/USA/TX-CDC-FG-101959/2021
EPI_ISL_4023097	hCoV-19/USA/TX-CDC-FG-101950/2021
EPI_ISL_4023100	hCoV-19/USA/TX-CDC-FG-102167/2021
EPI_ISL_4023101	hCoV-19/USA/TX-CDC-FG-101939/2021
EPI_ISL_4023102	hCoV-19/USA/TX-CDC-FG-102088/2021
EPI_ISL_4023105	hCoV-19/USA/TX-CDC-FG-102001/2021
EPI_ISL_4023107	hCoV-19/USA/TX-CDC-FG-101953/2021
EPI_ISL_4023146	hCoV-19/USA/TX-CDC-FG-102006/2021
EPI_ISL_4023159	hCoV-19/USA/TX-CDC-FG-102026/2021
EPI_ISL_4023172	hCoV-19/USA/TX-CDC-FG-102018/2021
EPI_ISL_4023176	hCoV-19/USA/TX-CDC-FG-102238/2021
EPI_ISL_4023187	hCoV-19/USA/TX-CDC-FG-102220/2021
EPI_ISL_4023190	hCoV-19/USA/TX-CDC-FG-102303/2021
EPI_ISL_4023222	hCoV-19/USA/TX-CDC-FG-102070/2021
EPI_ISL_4023224	hCoV-19/USA/TX-CDC-FG-102081/2021
EPI_ISL_4023227	hCoV-19/USA/TX-CDC-FG-102233/2021
EPI_ISL_4023228	hCoV-19/USA/OH-CDC-FG-102205/2021
EPI_ISL_4023230	hCoV-19/USA/AK-PHL11998/2021
EPI_ISL_4023239	hCoV-19/USA/TX-CDC-FG-102098/2021
EPI_ISL_4023249	hCoV-19/USA/TX-CDC-FG-102249/2021
EPI_ISL_4023253	hCoV-19/USA/TX-CDC-FG-102105/2021
EPI_ISL_4023259	hCoV-19/USA/GA-CDC-FG-102203/2021
EPI_ISL_4023262	hCoV-19/USA/GA-CDC-FG-102101/2021
EPI_ISL_4023264	hCoV-19/USA/AK-PHL11954/2021
EPI_ISL_4023270	hCoV-19/USA/CO-CDC-FG-102319/2021
EPI_ISL_4023277	hCoV-19/USA/CA-CDC-FG-102368/2021
EPI_ISL_4023280	hCoV-19/USA/CA-CDC-FG-102153/2021
EPI_ISL_4023307	hCoV-19/USA/AK-PHL12013/2021
EPI_ISL_4023317	hCoV-19/USA/TX-CDC-FG-102381/2021
EPI_ISL_4023320	hCoV-19/USA/TX-CDC-FG-102158/2021
EPI_ISL_4023321	hCoV-19/USA/TX-CDC-FG-102255/2021
EPI_ISL_4023328	hCoV-19/USA/TX-CDC-FG-102195/2021
EPI_ISL_4023332	hCoV-19/USA/FL-CDC-FG-102291/2021
EPI_ISL_4023334	hCoV-19/USA/FL-CDC-FG-102209/2021
EPI_ISL_4023335	hCoV-19/USA/FL-CDC-FG-102244/2021
EPI_ISL_4023338	hCoV-19/USA/TX-CDC-FG-102357/2021
EPI_ISL_4023348	hCoV-19/USA/TX-CDC-FG-102182/2021
EPI_ISL_4023358	hCoV-19/USA/AK-PHL12004/2021
EPI_ISL_4023359	hCoV-19/USA/AK-PHL12003/2021
EPI_ISL_4023361	hCoV-19/USA/FL-CDC-FG-102285/2021
EPI_ISL_4023362	hCoV-19/USA/FL-CDC-FG-102242/2021
EPI_ISL_4023363	hCoV-19/USA/FL-CDC-FG-102222/2021
EPI_ISL_4023365	hCoV-19/USA/FL-CDC-FG-102407/2021
EPI_ISL_4023367	hCoV-19/USA/FL-CDC-FG-102334/2021
EPI_ISL_4023369	hCoV-19/USA/FL-CDC-FG-102412/2021
EPI_ISL_4023371	hCoV-19/USA/FL-CDC-FG-102377/2021
EPI_ISL_4023372	hCoV-19/USA/FL-CDC-FG-102223/2021
EPI_ISL_4023373	hCoV-19/USA/FL-CDC-FG-102510/2021
EPI_ISL_4023378	hCoV-19/USA/TX-CDC-FG-102237/2021
EPI_ISL_4023381	hCoV-19/USA/TX-CDC-FG-102214/2021
EPI_ISL_4023382	hCoV-19/USA/TX-CDC-FG-102673/2021
EPI_ISL_4023384	hCoV-19/USA/TX-CDC-FG-102363/2021
EPI_ISL_4023388	hCoV-19/USA/CO-CDC-FG-102241/2021
EPI_ISL_4023390	hCoV-19/USA/CO-CDC-FG-102419/2021
EPI_ISL_4023395	hCoV-19/USA/CO-CDC-FG-102266/2021
EPI_ISL_4023403	hCoV-19/USA/TX-CDC-FG-102247/2021
EPI_ISL_4023406	hCoV-19/USA/TX-CDC-FG-102375/2021
EPI_ISL_4023413	hCoV-19/USA/TX-CDC-FG-102270/2021
EPI_ISL_4023417	hCoV-19/USA/TX-CDC-FG-102337/2021
EPI_ISL_4023418	hCoV-19/USA/TX-CDC-FG-102426/2021
EPI_ISL_4023427	hCoV-19/USA/TX-CDC-FG-102435/2021
EPI_ISL_4023431	hCoV-19/USA/TX-CDC-FG-102433/2021
EPI_ISL_4023433	hCoV-19/USA/TX-CDC-FG-102297/2021
EPI_ISL_4023441	hCoV-19/USA/TX-CDC-FG-102468/2021
EPI_ISL_4023442	hCoV-19/USA/TX-CDC-FG-102293/2021
EPI_ISL_4023443	hCoV-19/USA/TX-CDC-FG-102488/2021
EPI_ISL_4023449	hCoV-19/USA/TX-CDC-FG-102410/2021
EPI_ISL_4023461	hCoV-19/USA/TX-CDC-FG-102332/2021
